epoch,epoch_time_s,learning_rate,train_loss,val_acc,val_dice,val_iou
0,273.7019155025482,0.00015,0.45473500390122407,1.0,0.8649409405227456,0.7620228509704944
1,272.0131335258484,0.00015,0.16279959519948087,1.0,0.8642479209064958,0.7609476899186411
2,272.83748960494995,0.00015,0.13373581363801618,1.0,0.8686543628018489,0.7678063486885637
3,272.7734680175781,0.00015,0.12067016969325531,1.0,0.8776175575570165,0.781923811679368
4,272.8264670372009,0.00015,0.11368030453546994,1.0,0.8882385001455585,0.7989469866170505
5,274.29385638237,0.00015,0.10801278984677183,1.0,0.8812538541987661,0.7877156560549504
6,273.1691973209381,0.00015,0.10174386308348646,1.0,0.8921799983626122,0.8053474364463055
7,272.24152970314026,0.00015,0.0993896308735102,1.0,0.8890036454230162,0.8001859247877622
8,272.7975950241089,0.00015,0.09661621111676878,1.0,0.8983489404817723,0.8154568842103566
9,273.05421257019043,0.00015,0.09248280019438179,1.0,0.8862123527784802,0.7956744312879084
10,272.2984788417816,0.00015,0.09084291167572071,1.0,0.8810521824375204,0.7873934499973448
11,270.31131172180176,0.00015,0.08806060453816289,1.0,0.8907243075074361,0.8029782979431934
12,270.1307487487793,0.00015,0.08658817077739078,1.0,0.8973731488328498,0.8138502593900775
13,269.5430040359497,0.00015,0.08296133470786432,1.0,0.8953428256047661,0.8105164628066069
14,269.6899435520172,0.00015,0.08227399603402527,1.0,0.8901720199192317,0.8020810755324883
15,269.36271834373474,0.00015,0.08063421008321095,1.0,0.8945740022161865,0.8092572492502
16,269.5481164455414,0.00015,0.07896622898478578,1.0,0.8766170178389643,0.7803367433541042
17,270.61165261268616,0.00015,0.07852382455132383,1.0,0.8965545516283563,0.8125046443858218
18,268.7230279445648,0.00015,0.07552689717317466,1.0,0.8875050659773592,0.7977609954305619
19,271.0654447078705,0.00015,0.07500407754554207,1.0,0.8938263874389404,0.8080344507310349
20,269.75849080085754,7.5e-05,0.06695457687076149,1.0,0.8992817782624379,0.8169954494283357
21,269.340936422348,7.5e-05,0.06424505302871626,1.0,0.8963370073464368,0.8121473795106172
22,269.45845079421997,7.5e-05,0.06240229292784452,1.0,0.8968501390774548,0.8129903024485128
23,269.61009669303894,7.5e-05,0.061839015341123446,1.0,0.896769730148866,0.812858162666143
24,269.7069368362427,7.5e-05,0.06085634264321262,1.0,0.8996225806188871,0.8175581984632722
25,269.30622696876526,7.5e-05,0.060099208207124895,1.0,0.9003579507601639,0.8187736649235686
26,269.505099773407,7.5e-05,0.058040485086380524,1.0,0.9007075484378554,0.8193520724698045
27,269.86274218559265,7.5e-05,0.057783263304728744,1.0,0.8973669114784651,0.8138399988356046
28,269.0933859348297,7.5e-05,0.057214495108550006,1.0,0.8853559481237712,0.7942947765553429
29,269.4327805042267,7.5e-05,0.056278926406275694,1.0,0.9005076287941208,0.8190212614267437
30,269.66217160224915,7.5e-05,0.05563652224334448,1.0,0.9004165870610167,0.8188706527087102
31,269.3387327194214,7.5e-05,0.0548440725236696,1.0,0.89724066353829,0.8136323437688201
32,269.325133562088,7.5e-05,0.05455657037614036,1.0,0.8966504102498919,0.8126621141473117
33,269.198823928833,7.5e-05,0.05327729432267034,1.0,0.8965427419817383,0.8124852462268194
34,269.49060583114624,7.5e-05,0.05336422164934949,1.0,0.8948999982618735,0.8097909662965835
35,269.2820498943329,7.5e-05,0.052858019776657154,1.0,0.9007927730347679,0.8194931319017428
36,269.2721438407898,7.5e-05,0.05335328993205211,1.0,0.9029676351637558,0.8231002695153328
37,269.9059498310089,7.5e-05,0.05178599496135351,1.0,0.9011788682617781,0.8201324512536503
38,266.3438527584076,7.5e-05,0.05085324619259554,1.0,0.9025914919556016,0.8224753911959691
39,265.1353621482849,7.5e-05,0.050827061360690796,1.0,0.8954668618144048,0.8107197791144398
40,264.6817009449005,7.5e-05,0.05061676308843934,1.0,0.9032008110522605,0.8234878546170189
41,264.3017237186432,7.5e-05,0.049980925368892884,1.0,0.8948899421706114,0.8097744978706619
42,263.1592319011688,7.5e-05,0.05035956325312284,1.0,0.8910142327138998,0.8034496555301892
43,262.9750475883484,7.5e-05,0.04841597868944132,1.0,0.8908769625858893,0.8032264523717261
44,263.20827984809875,7.5e-05,0.04848775517766493,1.0,0.9016639785275186,0.820936362734152
45,263.07825899124146,7.5e-05,0.04802548324327122,1.0,0.9002033275874498,0.81851795897212
46,263.1594867706299,7.5e-05,0.047920687070985304,1.0,0.9010364711567566,0.819896609403569
47,262.98648834228516,7.5e-05,0.04829467357060296,1.0,0.8939261458753233,0.8081975200315691
