epoch,epoch_time_s,learning_rate,train_loss,val_acc,val_dice,val_iou
0,273.7132704257965,0.00015,0.44983666184360743,1.0,0.8943301462772967,0.8088582168231842
1,273.31391739845276,0.00015,0.16192256465182686,1.0,0.9035976360414943,0.824147836364654
2,273.03581833839417,0.00015,0.13243239294991796,1.0,0.9055015594257952,0.8273210137702376
3,272.67822766304016,0.00015,0.11988957535739489,1.0,0.9036731492712182,0.8242734807329609
4,273.16638565063477,0.00015,0.11229752383519971,1.0,0.9028257126841203,0.8228644465345497
5,272.7327630519867,0.00015,0.1055407456740776,1.0,0.9063997187179466,0.8288217680918597
6,266.71943044662476,0.00015,0.10160276841059367,1.0,0.9076676302789998,0.8309445507971472
7,264.1280324459076,0.00015,0.09636753894574451,1.0,0.9012327347872386,0.8202216823530206
8,262.2823522090912,0.00015,0.09506275757091252,1.0,0.9069498131929505,0.8297421510372512
9,262.3921127319336,0.00015,0.09145975896105991,1.0,0.9035861841937393,0.8241287834641856
10,262.5513689517975,0.00015,0.08789031825754351,1.0,0.9092223603080865,0.8335542710289636
11,262.47381615638733,0.00015,0.08755957165835646,1.0,0.9092510141382038,0.8336024382546716
12,262.44326162338257,0.00015,0.08358065736800276,1.0,0.9118153878177584,0.8379234346911109
13,263.1717128753662,0.00015,0.08214324067671859,1.0,0.9116029637098684,0.8375647243740421
14,262.2694113254547,0.00015,0.07922144720863718,1.0,0.9040682645848335,0.8249311844613658
15,263.3538656234741,0.00015,0.0806143919881091,1.0,0.9125830653749013,0.8392209430594589
16,262.8305277824402,0.00015,0.077860004535028,1.0,0.9034976985644667,0.8239815797756318
17,262.59073638916016,0.00015,0.0746550860514087,1.0,0.9135265316366591,0.8408180763151002
18,262.74304270744324,0.00015,0.07458961253198661,1.0,0.9131282502125653,0.8401435131524494
19,262.92678928375244,0.00015,0.07248954387171454,1.0,0.9083754901631205,0.8321318200329325
20,262.48599910736084,0.00015,0.07223385659210246,1.0,0.9127058060485792,0.8394285659998272
21,262.0995752811432,0.00015,0.07046868656016397,1.0,0.9131951065299356,0.8402567121447077
22,262.3804135322571,0.00015,0.07061013948230997,1.0,0.9041198915481433,0.8250171570550615
23,262.774005651474,0.00015,0.06955907984668501,1.0,0.9131316564481827,0.8401492801456762
24,262.72214102745056,0.00015,0.0664369333853207,1.0,0.9148325624735391,0.8430335548575024
25,262.82469964027405,0.00015,0.06688118881968845,1.0,0.9070094151518546,0.8298419288560203
26,262.9825155735016,0.00015,0.06846209145896626,1.0,0.9071584369691919,0.8300914493527716
27,262.3028268814087,0.00015,0.06509467313222568,1.0,0.9079796053467064,0.8314676262387769
28,262.0334122180939,0.00015,0.06338375928540399,1.0,0.9139413638999492,0.8415211974022315
29,262.5295217037201,0.00015,0.06393545335696477,1.0,0.9120831145800383,0.8383757314585228
30,262.94968843460083,0.00015,0.0632125504676673,1.0,0.9129788005150139,0.83989052002626
31,262.8557016849518,0.00015,0.06279095156690268,1.0,0.9134136076032988,0.8406267683774022
32,262.7416331768036,0.00015,0.06223740814292798,1.0,0.9123159237759146,0.8387692195908905
33,263.11998295783997,0.00015,0.06168054082135125,1.0,0.9139876849488343,0.8415997427301488
34,263.0031714439392,0.00015,0.06209776090981141,1.0,0.9094572957706889,0.833949273369725
35,262.0698857307434,0.00015,0.05956022348866023,1.0,0.9116678169096635,0.8376742239864379
36,262.5388617515564,7.5e-05,0.05280771446010963,1.0,0.9129207374132365,0.8397922477528388
37,262.7544870376587,7.5e-05,0.05135032106215364,1.0,0.9137767913944161,0.8412421905139164
38,262.35316228866577,7.5e-05,0.05041076818705974,1.0,0.914717440140844,0.8428380534001695
39,262.3329875469208,7.5e-05,0.04960150672416166,1.0,0.9147799512061016,0.8429442049313204
40,262.09860157966614,7.5e-05,0.04909950535343544,1.0,0.9142249193321784,0.8420021196009319
41,262.6981887817383,7.5e-05,0.048656894401292713,1.0,0.9137246139123875,0.8411537494219645
42,262.5116648674011,7.5e-05,0.04803895806463489,1.0,0.913048760895924,0.8400089424880808
43,262.2110731601715,7.5e-05,0.04752344400511952,1.0,0.9138357663293354,0.8413421635520537
44,263.41699957847595,7.5e-05,0.04706104541089865,1.0,0.9093258890865029,0.8337283153488392
45,262.69418716430664,7.5e-05,0.046613174504074914,1.0,0.9132032061868371,0.8402704271722675
46,262.7324559688568,7.5e-05,0.046429352312937884,1.0,0.9131010568546299,0.8400974742069511
47,262.5774435997009,3.75e-05,0.04286945841869148,1.0,0.9136189583315033,0.8409746887043792
48,262.9389672279358,3.75e-05,0.04141454945203513,1.0,0.9126471364725706,0.8393293171748274
49,262.9475643634796,3.75e-05,0.04088573774880194,1.0,0.9122930876134815,0.8387306150439325
50,262.3445689678192,3.75e-05,0.040439052062397556,1.0,0.9127368638871587,0.8394811095595083
51,262.2410523891449,3.75e-05,0.040199060308358334,1.0,0.9124712600619443,0.8390318587018837
52,262.1748740673065,3.75e-05,0.03972430001905193,1.0,0.9120465933716214,0.8383140195296589
53,262.40550804138184,3.75e-05,0.0393941789203057,1.0,0.9116585608132963,0.8376585949851922
54,262.3973608016968,3.75e-05,0.03910912008677411,1.0,0.91225544596192,0.8386669853462522
