epoch,epoch_time_s,learning_rate,train_loss,val_acc,val_dice,val_iou
26,251.2598054409027,0.0002,0.21394172203926695,1.0,0.8276930785861558,0.7060378672744918
27,250.69425344467163,0.0002,0.21309743272116177,1.0,0.8309111222106306,0.7107339210871638
28,250.99752712249756,0.0002,0.21086111683023676,1.0,0.8266242413778953,0.7044838239615586
29,250.30676174163818,0.0002,0.21002607687668956,1.0,0.8285386437085026,0.7072692916917145
30,250.72724151611328,0.0002,0.2078053999891014,1.0,0.8224714988988535,0.6984726893062314
31,250.8975067138672,0.0002,0.20689416505324662,1.0,0.8183820465349272,0.6925944584161378
32,250.1295680999756,0.0002,0.20533810331700458,1.0,0.8283999204375283,0.7070671425243418
33,250.4878008365631,0.0002,0.20378635493241584,1.0,0.8298828819396759,0.7092306138682539
34,250.37313437461853,0.0002,0.20293160328480203,1.0,0.8243076368504202,0.701125279611556
35,250.73268055915833,0.0002,0.20204308184478123,1.0,0.8234526601010353,0.6998891010809212
36,250.82995438575745,0.0002,0.2012873744414443,1.0,0.8298096477410641,0.7091236448319705
37,250.97472977638245,0.0002,0.1988355064420771,1.0,0.8264015760238725,0.7041604343878044
38,250.89887809753418,0.0002,0.1979560921081095,1.0,0.8269610184271965,0.704973177718623
39,250.4893684387207,0.0001,0.18307325921867984,1.0,0.833611977459463,0.7146952483649079
40,250.69177317619324,0.0001,0.179487692819597,1.0,0.8298670166516254,0.7092074392065535
41,250.86655163764954,0.0001,0.17771930330981314,1.0,0.8332366739022368,0.7141436958676054
42,250.49316549301147,0.0001,0.1758914712363445,1.0,0.8308935693097654,0.7107082362203841
43,250.7332854270935,0.0001,0.17439378807133785,1.0,0.8326521351578862,0.7132853541223585
44,250.72801423072815,0.0001,0.17357116074595447,1.0,0.8340587718444384,0.715352327976138
45,250.50198006629944,0.0001,0.17271805675871416,1.0,0.8325606830865101,0.7131511428685289
46,250.69347143173218,0.0001,0.17123504930150582,1.0,0.8353012248737732,0.7171821956996954
47,250.3750295639038,0.0001,0.17082099841413848,1.0,0.8210222196802763,0.6963848118135234
48,250.88129305839539,0.0001,0.16932625269430934,1.0,0.8363530530848952,0.7187343681020393
49,250.55944657325745,0.0001,0.1685949908545011,1.0,0.8293496195190817,0.7084520138099423
50,250.02611875534058,0.0001,0.1682536287570563,1.0,0.8344083519286868,0.7158667903200658
51,250.0673508644104,0.0001,0.16697787498682085,1.0,0.8305592634178284,0.7102191991748429
52,250.35801696777344,0.0001,0.16563821398862494,1.0,0.8348506819905346,0.7165181913480315
53,251.19325804710388,0.0001,0.1663814843065991,1.0,0.8336562901224502,0.7147603944380794
54,250.85906100273132,0.0001,0.16570539369018894,1.0,0.8347469532509793,0.716365389972477
55,250.84724402427673,0.0001,0.16477898299068292,1.0,0.8352910914636256,0.717167255561984
56,250.47791624069214,0.0001,0.1636333884581702,1.0,0.8375536554747647,0.7205095180688423
57,249.89389371871948,0.0001,0.16329985266438932,1.0,0.8350486559135336,0.7168098995313522
58,249.87846398353577,0.0001,0.1631753211963208,1.0,0.8353001463381086,0.7171806055541873
59,249.58527493476868,0.0001,0.16319381632725607,1.0,0.828302717224448,0.7069255253902608
60,249.77211141586304,0.0001,0.16114165338631378,1.0,0.8362788282952588,0.7186247433052968
61,249.89939260482788,0.0001,0.16153693196550337,1.0,0.8296187596500305,0.7088448883561705
62,249.88504242897034,0.0001,0.16076761519997557,1.0,0.830889933548157,0.7107029161675449
63,250.35190749168396,0.0001,0.1599293248181998,1.0,0.8316937715451186,0.7118799431935389
64,250.28708338737488,0.0001,0.15857518878899848,1.0,0.8352748163987349,0.7171432610533172
65,250.17079424858093,0.0001,0.16040548310009722,1.0,0.8327410192420598,0.7134158168578264
66,249.9088568687439,0.0001,0.1595567371614753,1.0,0.8352912424602131,0.7171674781810673
67,250.09643840789795,0.0001,0.15850844953864265,1.0,0.8346468910282393,0.7162180154688761
68,249.95406293869019,5e-05,0.14924250560065475,1.0,0.837113369414676,0.7198581077446267
69,249.92743372917175,5e-05,0.14771809131689273,1.0,0.8382232371819377,0.7215011213933239
70,250.4992492198944,5e-05,0.14557224256577245,1.0,0.8394299769697184,0.723291107225002
71,250.17791485786438,5e-05,0.14536424145454496,1.0,0.8360392136382307,0.7182709447209698
72,250.0061218738556,5e-05,0.1438624234976001,1.0,0.8365917364912843,0.71908698152806
73,249.90095901489258,5e-05,0.14306738872931699,1.0,0.8363580030470013,0.7187416793455444
74,249.65483450889587,5e-05,0.14319458538022672,1.0,0.8376792421441193,0.7206954160307488
75,249.53842878341675,5e-05,0.1417303197053265,1.0,0.8377617226205164,0.7208175284928927
76,250.32228302955627,5e-05,0.14234529408257152,1.0,0.8360371504800105,0.7182678990354259
77,250.4216182231903,5e-05,0.14125089280222553,1.0,0.834655322634367,0.7162304328030922
78,250.26256942749023,5e-05,0.14023141841276215,1.0,0.8362156503789855,0.7185314449805915
79,250.1646008491516,5e-05,0.14108460058221042,1.0,0.8323848615787892,0.7128931736053862
80,250.2918827533722,5e-05,0.13937433193700938,1.0,0.836055718688111,0.7182953102753229
81,249.6266646385193,5e-05,0.13912902273765698,1.0,0.8353063902545723,0.7171898113505998
82,249.734055519104,2.5e-05,0.13544306613354962,1.0,0.8393893915712112,0.723230845449155
83,250.18337655067444,2.5e-05,0.13356425221406465,1.0,0.8367988870457541,0.7193931279179142
84,249.7253909111023,2.5e-05,0.13329363989783086,1.0,0.8387943482790208,0.7223478003537748
85,249.6510841846466,2.5e-05,0.13232963646933996,1.0,0.8388121087935155,0.7223741438794908
86,249.93450045585632,2.5e-05,0.13182165539535845,1.0,0.8386950965495166,0.7222005987037301
87,249.92563009262085,2.5e-05,0.13132756243827357,1.0,0.8379196827937306,0.7210514371400369
88,249.64746928215027,2.5e-05,0.13115108728878141,1.0,0.8375271258441936,0.7204702530821719
89,249.657124042511,2.5e-05,0.1306509735064348,1.0,0.8373785473865659,0.7202503837377496
90,250.29929900169373,2.5e-05,0.1303542893663479,1.0,0.8359245388520005,0.718101675322337
91,250.29160714149475,2.5e-05,0.12993236829315688,1.0,0.8383144675895715,0.7216363156818513
92,250.07342338562012,2.5e-05,0.1297339678710214,1.0,0.8384212811341888,0.7217946295993096
93,250.41547465324402,1.25e-05,0.12769570666400362,1.0,0.8379545956066176,0.7211031448844732
94,250.2383062839508,1.25e-05,0.1270493082604383,1.0,0.8375268810035905,0.7204698907159653
95,250.09619522094727,1.25e-05,0.12659156232524732,1.0,0.8385008037854834,0.7219125131711422
96,250.26822090148926,1.25e-05,0.12616186326961193,1.0,0.8376474314888844,0.7206483249414131
97,250.21376156806946,1.25e-05,0.12612772450072662,1.0,0.8387581152840395,0.7222940597679178
98,249.84053301811218,1.25e-05,0.1252769629290932,1.0,0.8375165332289328,0.720454576059677
99,249.76555800437927,1.25e-05,0.1254293725402962,1.0,0.8388743732348612,0.7224665048276819
100,249.73216366767883,1.25e-05,0.12468040242387032,1.0,0.8379069665698987,0.7210326045038613
