epoch,epoch_time_s,learning_rate,train_loss,val_acc,val_dice,val_iou
0,257.8852062225342,0.0002,0.6241071205961005,1.0,0.7458535506098597,0.5947100922484366
1,257.85809779167175,0.0002,0.35245909187893854,1.0,0.7654148131523508,0.6199773181360914
2,257.8803770542145,0.0002,0.3189174667430988,1.0,0.7785570250901854,0.6374075917442403
3,258.30219411849976,0.0002,0.30362935057879537,1.0,0.777891706193846,0.6365161828426574
4,255.42653727531433,0.0002,0.29334631319746884,1.0,0.7964794842004479,0.6617913643718081
5,257.23278999328613,0.0002,0.28428344613663065,1.0,0.7963557559352081,0.6616205410045897
6,259.9571499824524,0.0002,0.27641386907036014,1.0,0.7941664136856055,0.6586036603217851
7,256.78878808021545,0.0002,0.2702911729653051,1.0,0.8084215808256525,0.6784459736907732
8,255.48416900634766,0.0002,0.2652145497833337,1.0,0.8108890642296375,0.6819288594838336
9,255.60155630111694,0.0002,0.26072176642983186,1.0,0.8156514491590459,0.6886920650005334
10,255.17511701583862,0.0002,0.2557851711022468,1.0,0.8088365858879788,0.6790307495222591
11,256.06275725364685,0.0002,0.25249768131309086,1.0,0.8096887927810965,0.6802328566433393
12,255.93751764297485,0.0002,0.2498612725294064,1.0,0.7995489527885388,0.666040447584946
13,255.87075805664062,0.0002,0.24533037327666712,1.0,0.8212332881025426,0.6966885642542499
14,255.70691561698914,0.0002,0.24248489362700196,1.0,0.8204605949263628,0.6955770967864718
15,255.87219190597534,0.0002,0.2395939371130598,1.0,0.8226289633325546,0.6986998471280643
16,255.7978756427765,0.0002,0.2363820728419751,1.0,0.823353525262141,0.6997458819953317
17,254.9277949333191,0.0002,0.23343449679781028,1.0,0.8223185461472876,0.6982520981859085
18,255.47135424613953,0.0002,0.23094912621006045,1.0,0.8237853098597564,0.7003698531953668
19,255.2619345188141,0.0002,0.2282591334960488,1.0,0.8219476184680478,0.697717377727447
20,255.71441555023193,0.0002,0.22638370664439905,1.0,0.8226162780433814,0.6986815451094638
21,255.08934688568115,0.0002,0.22444268190876393,1.0,0.827893263292023,0.7063292423497838
22,255.66772603988647,0.0002,0.22270675370516949,1.0,0.8239576745062466,0.7006190650156349
23,255.71816396713257,0.0002,0.21949940854691666,1.0,0.8247781149580055,0.7018062933099084
24,255.16105222702026,0.0002,0.21759249357961294,1.0,0.8252960804300649,0.7025566755001633
25,251.20537972450256,0.0002,0.21615470930842695,1.0,0.8227102155020202,0.6988170850839757
